file,rating,base_bias,play_count,artist,album,title,disc,track,duration,year
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 65 Cutscene Mafia HQ Turning Evil.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Mafia HQ Turning Evil,,65,29.235,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 66 Cutscene Mafia HQ Leaving.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Mafia HQ Leaving,,66,10.156,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 67 Level Intro Mafia Town.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Mafia Town,,67,8.25,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 68 Level Intro Battle Of The Birds.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Battle Of The Birds,,68,8.929,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 69 Level Intro Subcon Forest.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Subcon Forest,,69,8.903,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 70 Level Intro Alpine Skyline.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Alpine Skyline,,70,8.25,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 71 Level Intro Sand n' Sails.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Sand n' Sails,,71,8.25,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 72 Level Intro Timerifts.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Level Intro Timerifts,,72,8.407,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 73 Loading Screen Mafia Town.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Loading Screen Mafia Town,,73,8.407,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 74 Loading Screen Battle Of The Birds.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Loading Screen Battle Of The Birds,,74,8.407,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 75 Loading Screen Subcon Forest.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Loading Screen Subcon Forest,,75,8.407,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 76 Loading Screen Sand 'n Sails.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Loading Screen Sand 'n Sails,,76,8.407,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 77 Jingle Gears for Breakfast Logo.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle Gears for Breakfast Logo,,77,15.245,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 78 Jingle Mafia HQ Entrance.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle Mafia HQ Entrance,,78,10.025,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 79 Jingle She's On Her Way.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle She's On Her Way,,79,28.843,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 80 Jingle She's Coming Closer.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle She's Coming Closer,,80,28.843,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 81 Jingle She's Here.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle She's Here,,81,28.843,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 82 Jingle She Caught You.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle She Caught You,,82,12.019,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 83 Jingle Drowning.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle Drowning,,83,26.964,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 84 Jingle Time Piece Get.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle Time Piece Get,,84,8.832,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 85 Jingle Time Piece Ball Collected.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Jingle Time Piece Ball Collected,,85,13.392,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 86 Bon Voyage!.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Bon Voyage!,,86,286.137,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 87 Ship Shape.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Ship Shape,,87,275.358,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 88 Rock The Boat.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Rock The Boat,,88,73.213,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 89 Everyone Rescued.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Everyone Rescued,,89,156.681,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 90 Deep Sea Rift.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Deep Sea Rift,,90,215.432,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 91 Tour Rift Spaceship.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Spaceship,,91,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 92 Tour Rift Mafia Town.mp3,5,1,1,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Mafia Town,,92,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 93 Tour Rift Battle Of The Birds.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Battle Of The Birds,,93,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 94 Tour Rift Subcon Forest.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Subcon Forest,,94,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 95 Tour Rift Alpine Skyline.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Alpine Skyline,,95,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 96 Tour Rift Time's End.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Time's End,,96,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 97 Tour Rift Attic.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Tour Rift Attic,,97,109.701,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 98 Twilight Travels Rift.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Twilight Travels Rift,,98,238.035,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 99 Rythm Jump Studio Rift.mp3,9,1.2,1,Pascal Michael Stiefel,A Hat in Time B-Side,Rythm Jump Studio Rift,,99,216.241,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 100 Peace and Tranquility.mp3,8,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Peace and Tranquility,,100,179.962,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 101 Collapsing Rift.mp3,9,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Collapsing Rift,,101,255.339,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 102 Beat The Heat.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Beat The Heat,,102,197.841,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 103 Security Breach.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Security Breach,,103,262.334,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 104 Wound-up Windmill.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Wound-up Windmill,,104,236.39,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 105 Bird Sanctuary.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Bird Sanctuary,,105,103.359,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 106 Death Wish Anticipation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish Anticipation,,106,79.06,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 107 Death Wish.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish,,107,237.043,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 108 Killing Two Birds Anticipation.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Killing Two Birds Anticipation,,108,57.344,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 109 Killing Two Birds.mp3,8,1,1,Pascal Michael Stiefel,A Hat in Time B-Side,Killing Two Birds,,109,143.031,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 110 Mustache Girl EX Anticipation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Mustache Girl EX Anticipation,,110,36.96,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 111 Mustache Girl EX.mp3,7,1,1,Pascal Michael Stiefel,A Hat in Time B-Side,Mustache Girl EX,,111,147.624,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 112 Deathwish Timepiece Released.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Deathwish Timepiece Released,,112,64.129,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 113 The Arctic Cruise Level Intro Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Arctic Cruise Level Intro Jingle,,113,9.033,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 114 Death Wish Level Intro Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish Level Intro Jingle,,114,8.955,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 115 Death Wish Loading Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish Loading Jingle,,115,22.24,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 116 Death Wish Death Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish Death Jingle,,116,7.389,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 117 Death Wish Time Piece Get Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Death Wish Time Piece Get Jingle,,117,11.017,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 118 The Arctic Cruise Time Piece Get Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Arctic Cruise Time piece Get Jingle,,118,9.608,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 119 Dreamy Clocktowers Bonus Track.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Dreamy Clocktowers Bonus Track,,119,371.354,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 120 Alpine Skyline Bonus Track.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Bonus Track,,120,139.09,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 121 Nyakuza Metro.mp3,6,1,1,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro,,121,389.937,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 122 Nyakuza Metro - Green Clean Station.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro - Green Clean Station,,122,178.527,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 123 Nyakuza Metro - Bluefin Tunnels.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro - Bluefin Tunnels,,123,205.018,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 124 Nyakuza Metro - Pink Paw Station.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro - Pink Paw Station,,124,348.855,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 125 The Empress.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Empress,,125,143.213,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 126 Fast Food.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Fast Food,,126,302.032,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 127 Nyakuza Manholes.mp3,7,1,0,nelward,A Hat in Time B-Side,Nyakuza Manholes,,127,396.958,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 128 Calm Hour.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Calm Hour,,128,309.81,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 129 Rush Hour.mp3,8,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Rush Hour,,129,315.239,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 130 Rumbi Factory.mp3,5,1,0,Cameron 'Caero' Munoz,A Hat in Time B-Side,Rumbi Factory,,130,191.916,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 131 Nyakuza Metro Level Intro Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro Level Intro Jingle,,131,13.862,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 132 Nyakuza Metro Item Get Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro Item Get Jingle,,132,4.753,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 133 Nyakuza Metro Ticket Get Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro Ticket Get Jingle,,133,4.596,2019
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 134 Nyakuza Metro Timepiece Get Jingle.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Nyakuza Metro Timepiece Get Jingle,,134,10.965,2019
A Hat in Time - Soundtrack/A Hat in Time OST - 01 Main Theme.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Main Theme,,1,347.603,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 02 Title Screen.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Title Screen,,2,221.122,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 03 File Select.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,File Select,,3,145.771,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 04 New Adventure.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,New Adventure,,4,245.421,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 06 Welcome to Mafia Town.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,Welcome to Mafia Town,,6,301.249,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 07 Welcome to Mafia Town (Remix).mp3,5,1,0,Qumu,A Hat in Time OST,Welcome to Mafia Town (Remix),,7,143.944,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 08 TimePiece Released.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,TimePiece Released,,8,64.052,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 09 Barrel Battle.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Barrel Battle,,9,203.818,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 10 A New Friend in Mafia Town.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time OST,A New Friend in Mafia Town,,10,69.82,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 11 Mafia Town Is Asleep.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,Mafia Town Is Asleep,,11,298.796,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 12 She Came From Outer Space.mp3,4,1.0,0,Pascal Michael Stiefel,A Hat in Time OST,She Came From Outer Space,,12,210.682,2017
"A Hat in Time - Soundtrack/A Hat in Time OST - 13 So, Whats The Plan.mp3",5,1,0,Pascal Michael Stiefel,A Hat in Time OST,"So, Whats The Plan",,13,122.151,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 14 Mafia HQ.mp3,5,0.0,0,Pascal Michael Stiefel,A Hat in Time OST,Mafia HQ,,14,237.878,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 15 The Badge Seller.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Badge Seller,,15,130.502,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 16 Mafia Boss' Big Showdown.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Mafia Boss' Big Showdown,,16,217.572,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 17 Mafia Boss' Big Showdown (Remix).mp3,5,1,0,AdulescensFMusic,A Hat in Time OST,Mafia Boss' Big Showdown (Remix),,17,202.513,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 18 Heating Up Mafia Town.mp3,5,0.4,0,Pascal Michael Stiefel,A Hat in Time OST,Heating Up Mafia Town,,18,422.823,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 19 No More Mafia Boss.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,No More Mafia Boss,,19,227.882,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 20 Scootin' Through Mafia Town.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Scootin' Through Mafia Town,,20,301.588,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 21 Deadbird Studio Reception.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,Deadbird Studio Reception,,21,123.038,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 22 Dead Bird Studio.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Dead Bird Studio,,22,245.813,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 23 You Are Now Legally a Bird.mp3,6,1,1,Pascal Michael Stiefel,A Hat in Time OST,You Are Now Legally a Bird,,23,282.065,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 24 The Ratings Are In.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Ratings Are In,,24,96.025,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 25 Picture Perfect.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,Picture Perfect,,25,303.702,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 26 Picture Perfect (Remix).mp3,6,1,0,Carlos Eiene,A Hat in Time OST,Picture Perfect (Remix),,26,142.274,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 27 Murder on the Owl Express.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Murder on the Owl Express,,27,191.942,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 28 Who Dun It.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Who Dun It,,28,191.942,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 29 Tick Tock.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Tick Tock,,29,191.942,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 30 The Phone's Ringing.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Phone's Ringing,,30,191.942,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 31 Metal Bork.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,Metal Bork,,31,96.051,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 32 The Conductors Train.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Conductors Train,,32,101.845,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 33 Train Rush.mp3,7,1,1,Pascal Michael Stiefel,A Hat in Time OST,Train Rush,,33,296.969,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 34 Trainwreck Of Electro Swing (Remix).mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,Trainwreck Of Electro Swing (Remix),,34,247.379,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 35 The Big Parade.mp3,5,0.0,0,Pascal Michael Stiefel,A Hat in Time OST,The Big Parade,,35,283.397,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 36 Turn on the Pyrotechnics.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Turn on the Pyrotechnics,,36,163.728,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 37 The Annual Bird Movie Award.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Annual Bird Movie Award,,37,153.732,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 38 Dead Bird Studio Basement.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Dead Bird Studio Basement,,38,144.049,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 39 Dead Bird Studio is Closed.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,Dead Bird Studio is Closed,,39,169.679,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 40 The Battle of Award 42.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Battle of Award 42,,40,292.349,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 41 Heart To Heart.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Heart To Heart,,41,106.934,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 42 Subcon Forest.mp3,5,0.0,0,Pascal Michael Stiefel,A Hat in Time OST,Subcon Forest,,42,666.466,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 43 Scootin' Through Subcon Forest.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,Scootin' Through Subcon Forest,,43,335.779,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 44 Snatcher's Contractual Obligations.mp3,5,0.5,0,Pascal Michael Stiefel,A Hat in Time OST,Snatcher's Contractual Obligations,,44,98.87,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 45 Oh It's You.mp3,7,1,0,Pascal Michael Stiefel,A Hat in Time OST,Oh It's You,,45,126.692,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 46 Subcon Village.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Subcon Village,,46,285.824,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 47 Subcon Village (Remix).mp3,7,1,0,Echorobot,A Hat in Time OST,Subcon Village (Remix),,47,300.57,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 48 The Fire Spirits.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Fire Spirits,,48,133.348,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 49 The Subcon Caves.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Subcon Caves,,49,191.916,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 50 Toilet Of Doom.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Toilet Of Doom,,50,143.605,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 51 A Forsaken Place.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,A Forsaken Place,,51,236.808,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 52 Entering Vanessa Manor.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,Entering Vanessa Manor,,52,76.919,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 53 Vanessa Wants To Play.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Vanessa Wants To Play,,53,306.887,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 54 You're Safe Now.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,You're Safe Now,,54,76.919,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 55 Your Contract Has Expired.mp3,7,1,1,Pascal Michael Stiefel,A Hat in Time OST,Your Contract Has Expired,,55,234.198,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 56 Your Contract Has Expired (Remix).mp3,5,1,1,Cameron 'Caero' Munoz,A Hat in Time OST,Your Contract Has Expired (Remix),,56,232.058,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 57 The Tower of the Goats.mp3,6,0.4,0,Pascal Michael Stiefel,A Hat in Time OST,The Tower of the Goats,,57,162.997,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 58 Alpine Skyline.mp3,5,0.4,0,Pascal Michael Stiefel,A Hat in Time OST,Alpine Skyline,,58,885.706,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 59 The Birdhouse Peak.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Birdhouse Peak,,59,558.595,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 60 The Lava Cake Peak.mp3,5,1,1,Pascal Michael Stiefel,A Hat in Time OST,The Lava Cake Peak,,60,317.666,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 61 The Windmill Peak.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Windmill Peak,,61,539.255,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 62 The Twilight Bell Peak.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Twilight Bell Peak,,62,656.809,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 63 Alpine Skyline at Night.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time OST,Alpine Skyline at Night,,63,313.986,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 64 The Weather Has Cleared.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time OST,The Weather Has Cleared,,64,177.143,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 65 Clocktowers Beneath The Sea.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time OST,Clocktowers Beneath The Sea,,65,231.64,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 66 Scootin' Through Clocktowers Beneath The Sea.mp3,8,1,2,Pascal Michael Stiefel,A Hat in Time OST,Scootin' Through Clocktowers Beneath The Sea,,66,231.64,2017
A Hat in Time - Soundtrack/A Hat in Time OST - 67 Clocktowers Beneath The Sea (Remix).mp3,6,1,0,AdulescensFMusic,A Hat in Time OST,Clocktowers Beneath The Sea (Remix),,67,181.189,2017
